Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining,nearest_day_return,nearest_day
COF_4275,2017/4/26,139,141,110,5,38,6,-0.029446181567461708,2017-04-26 00:00:00
COF_4589,2019/4/25,85,176,63,3,46,14,0.0029616372424992048,2019-04-25 00:00:00
COF_4591,2019/10/24,115,135,59,7,63,7,-0.008729362545552122,2019-10-24 00:00:00
COF_4268,2015/7/23,124,119,81,16,36,13,-0.009601798888830504,2015-07-23 00:00:00
COF_4274,2017/1/25,111,140,83,8,46,13,-0.003944619522977533,2017-01-25 00:00:00
COF_4124,2012/10/18,93,155,79,14,53,21,-0.012579692531318298,2012-10-18 00:00:00
COF_4130,2014/4/16,122,167,73,11,43,12,0.008588393020311669,2014-04-16 00:00:00
COF_4267,2015/4/23,82,140,85,15,41,19,0.001223073281657605,2015-04-23 00:00:00
COF_4469,2018/7/19,93,145,68,3,29,8,-0.0177154563413795,2018-07-19 00:00:00
COF_4472,2017/10/24,81,126,55,3,31,8,-0.0022292083695443217,2017-10-24 00:00:00
COF_4473,2017/7/20,129,144,104,5,40,14,-0.0045465117925149725,2017-07-20 00:00:00
COF_4269,2015/10/22,91,123,69,8,44,6,0.017101006121222232,2015-10-22 00:00:00
COF_4125,2013/1/17,103,147,112,12,71,16,-0.002591090646349992,2013-01-17 00:00:00
COF_4407,2020/1/21,94,159,75,7,57,8,-0.0186305086255828,2020-01-21 00:00:00
COF_4129,2014/1/16,106,117,67,7,51,4,-0.007659306078675376,2014-01-16 00:00:00
COF_4121,2012/1/19,86,183,84,13,52,16,-0.007125376256755246,2012-01-19 00:00:00
COF_4270,2016/1/26,116,122,68,3,36,8,0.029321534694463525,2016-01-26 00:00:00
COF_4588,2019/1/22,117,116,62,7,33,15,-0.01847710571106453,2019-01-22 00:00:00
COF_4126,2013/4/18,103,227,87,15,87,10,0.0005686617693065887,2013-04-18 00:00:00
COF_4470,2018/4/24,123,167,73,7,52,8,-0.0008205316005609474,2018-04-24 00:00:00
COF_4579,2018/10/24,80,184,103,14,40,15,-0.013556988657674518,2018-10-24 00:00:00
COF_4127,2013/7/18,63,170,80,6,56,5,0.0022421752235817216,2013-07-18 00:00:00
COG_4596,2019/2/22,50,72,59,19,30,11,-0.011409970505271705,2019-02-22 00:00:00
COG_4499,2015/2/20,86,103,107,27,44,16,0.012630833382663242,2015-02-20 00:00:00
COG_4498,2015/4/24,66,84,63,19,32,8,0.0015160472333091144,2015-04-24 00:00:00
COG_4595,2018/10/26,60,96,75,2,37,24,0.0710280600401274,2018-10-26 00:00:00
COG_4497,2015/7/24,72,126,81,37,35,15,-0.0398550857342832,2015-07-24 00:00:00
COG_4286,2016/7/29,79,174,89,21,26,9,0.034381538017136386,2016-07-29 00:00:00
COG_4504,2013/10/25,78,117,83,17,78,4,0.06142363318817256,2013-10-25 00:00:00
COG_4150,2016/2/19,123,117,91,34,55,26,0.01841435418928894,2016-02-19 00:00:00
COG_4467,2019/10/25,53,68,62,2,27,6,0.018959934931097818,2019-10-25 00:00:00
COG_4594,2018/7/27,65,73,79,5,35,14,-0.0772653681418296,2018-07-27 00:00:00
COG_4506,2013/4/25,50,80,64,21,32,15,0.019127298480573932,2013-04-25 00:00:00
COG_4285,2016/4/29,113,109,73,19,40,13,-0.0076336007531033765,2016-04-29 00:00:00
COG_4593,2018/4/27,40,72,52,5,33,5,0.0063912028234935905,2018-04-27 00:00:00
COG_4289,2017/4/28,44,118,78,6,29,8,-0.036484288453416336,2017-04-28 00:00:00
COG_4290,2017/7/28,94,137,100,22,37,15,0.012708486534785512,2017-07-28 00:00:00
COG_4291,2017/10/27,62,92,61,13,32,10,0.08519271456260323,2017-10-27 00:00:00
COG_4147,2012/7/25,73,74,81,13,38,16,-0.0050633104541634175,2012-07-25 00:00:00
COG_4287,2016/10/28,66,95,88,22,43,7,-0.05219395753704459,2016-10-28 00:00:00
COG_4597,2019/4/26,60,104,69,8,31,8,0.024990373426006633,2019-04-26 00:00:00
COG_4292,2018/2/23,81,131,93,12,61,17,0.02428810486136701,2018-02-23 00:00:00
COG_4502,2014/4/24,80,160,95,24,53,5,0.05063646546653944,2014-04-24 00:00:00
COG_4505,2013/7/25,69,119,72,32,53,12,0.06763350350078667,2013-07-25 00:00:00
COG_4149,2015/10/23,81,95,87,43,38,16,-0.044816648450868524,2015-10-23 00:00:00
COG_4468,2019/7/26,62,82,93,5,36,3,-0.1206976116389753,2019-07-26 00:00:00
COG_4501,2014/7/24,51,103,70,8,35,1,-0.008693072848366734,2014-07-24 00:00:00
COG_4146,2012/4/26,44,99,59,5,19,10,0.07212473241814066,2012-04-26 00:00:00
COG_4148,2012/10/26,53,107,55,9,53,14,0.09988406503320424,2012-10-26 00:00:00
COG_4145,2012/2/21,62,73,68,10,31,7,-0.017194352582146192,2012-02-21 00:00:00
COL_19067,2014/4/17,86,111,83,16,27,9,0.006289308176100628,2014-04-17 00:00:00
COL_19277,2013/7/19,85,140,82,4,63,10,0.008298733731609609,2013-07-19 00:00:00
COL_19215,2017/7/28,62,165,68,19,37,12,-0.0391892098091744,2017-07-28 00:00:00
COL_19273,2014/1/21,82,84,97,8,31,15,-0.04583408296995462,2014-01-21 00:00:00
COL_19069,2014/7/22,103,124,76,10,38,12,0.0,2014-07-22 00:00:00
COL_19077,2015/7/24,85,149,74,15,23,18,0.0,2015-07-24 00:00:00
COL_19279,2013/4/19,81,126,96,7,30,10,0.0,2013-04-19 00:00:00
COL_19274,2013/10/25,84,115,83,6,49,15,0.000926746313425708,2013-10-25 00:00:00
COL_18731,2012/1/19,128,147,138,22,37,6,0.0,2012-06-18 00:00:00
COL_19080,2016/1/22,113,132,88,5,25,13,-0.05982905982905984,2016-01-22 00:00:00
COL_19200,2017/4/21,69,155,79,11,35,8,0.0,2017-04-21 00:00:00
COL_18903,2012/10/26,113,80,92,3,46,19,0.0,2012-10-26 00:00:00
COL_19198,2016/10/24,69,186,80,9,70,12,0.0,2016-10-24 00:00:00
COL_18901,2012/7/24,112,96,128,14,53,12,-0.0080000135633681,2012-07-24 00:00:00
COL_18898,2012/4/19,110,104,108,11,32,10,0.0,2012-06-18 00:00:00
COL_19196,2016/7/25,101,129,79,5,23,13,-0.007633616683796363,2016-07-25 00:00:00
COL_19194,2016/4/21,74,106,92,12,40,19,0.0,2016-04-21 00:00:00
COL_19073,2015/1/23,60,95,76,7,43,10,-0.05875002543131514,2015-01-23 00:00:00
COL_19079,2015/10/30,88,138,72,10,37,6,-0.041168807388900164,2015-10-30 00:00:00
COL_19199,2017/1/20,79,151,79,10,54,17,-0.024561430278577268,2017-01-20 00:00:00
COO_5983,2015/9/3,122,138,84,20,66,5,-0.006711800362415032,2015-09-03 00:00:00
COO_6037,2018/8/30,80,274,91,13,36,7,-0.0072285795566569,2018-08-30 00:00:00
COO_5984,2015/12/3,127,125,88,10,46,7,-0.04906949786756954,2015-12-03 00:00:00
COO_5814,2013/9/5,78,110,68,6,42,8,-0.000824839605939709,2013-09-05 00:00:00
COO_6041,2019/8/29,64,153,95,2,31,5,0.0237405211957733,2019-08-29 00:00:00
COO_6033,2017/8/31,71,120,84,7,40,4,0.01917842106780521,2017-08-31 00:00:00
COO_5920,2012/6/8,99,116,83,7,39,9,-0.015488357501660109,2012-06-08 00:00:00
COO_6034,2017/12/7,82,123,76,5,36,4,0.02020761131086468,2017-12-07 00:00:00
COO_6030,2016/12/9,80,121,117,5,49,7,0.016805673505022822,2016-12-09 00:00:00
COO_5812,2013/3/7,91,105,71,14,37,6,-0.008053113016953772,2013-03-07 00:00:00
COO_6032,2017/6/1,68,104,69,3,51,3,0.0047542550223214075,2017-06-01 00:00:00
COO_5981,2015/3/5,83,135,98,11,55,7,0.0060879096154990995,2015-03-05 00:00:00
COO_6040,2019/5/30,84,201,114,2,36,6,0.005193750107763685,2019-05-30 00:00:00
COO_5803,2016/6/2,81,124,75,3,46,6,0.010807180060154352,2016-06-02 00:00:00
COO_5919,2012/3/8,109,123,74,13,58,5,0.00817472706813449,2012-03-08 00:00:00
COO_6038,2018/12/6,96,190,130,7,51,5,0.00774829003311872,2018-12-06 00:00:00
COO_6039,2019/3/6,95,178,125,7,32,5,-0.025704608309904287,2019-03-06 00:00:00
COO_5982,2015/6/5,108,131,96,18,45,6,-0.026479428714459297,2015-06-05 00:00:00
COO_6031,2017/3/2,83,116,61,5,56,1,0.001892831705569531,2017-03-02 00:00:00
COO_5922,2012/12/6,102,110,55,21,41,9,0.0029923990617728435,2012-12-06 00:00:00
COO_6029,2016/9/1,82,132,70,5,57,6,-0.002958278061395148,2016-09-01 00:00:00
COO_5980,2014/12/4,122,124,102,10,51,7,-0.0044829499929704975,2014-12-04 00:00:00
COO_5976,2013/12/5,62,102,71,4,53,6,0.014027834214674462,2013-12-05 00:00:00
COO_5977,2014/3/6,77,94,72,4,43,12,-0.006036128632706196,2014-03-06 00:00:00
COO_5802,2016/3/4,93,96,68,6,39,5,0.05261709655780189,2016-03-04 00:00:00
COO_6035,2018/3/8,81,196,108,3,58,2,0.009543947302488531,2018-03-08 00:00:00
COO_5921,2012/9/10,82,106,57,7,50,13,-0.003428690544799107,2012-09-10 00:00:00
COO_5978,2014/6/5,74,120,83,5,60,8,0.0003051291973601433,2014-06-05 00:00:00
COP_6002,2018/4/26,85,128,79,14,39,16,0.02935757352879098,2018-04-26 00:00:00
COP_5943,2015/10/30,104,81,95,11,55,18,-0.005035443176839015,2015-10-30 00:00:00
COP_6056,2019/1/31,93,132,88,11,35,17,0.03044603327247475,2019-01-31 00:00:00
COP_5879,2012/1/25,84,84,88,19,33,18,-0.008922240010431959,2012-01-25 00:00:00
COP_5893,2013/10/31,95,128,86,4,55,12,0.0010921751679819902,2013-10-31 00:00:00
COP_5897,2014/10/30,81,133,93,22,54,14,0.008480543803831786,2014-10-30 00:00:00
COP_5881,2012/7/25,90,90,114,4,43,21,-0.02562221315556734,2012-07-25 00:00:00
COP_5892,2013/8/1,82,125,87,1,53,14,0.01896385624367003,2013-08-01 00:00:00
COP_5941,2015/4/30,79,69,80,7,41,17,-0.002056999627834455,2015-04-30 00:00:00
COP_5804,2017/2/2,61,129,93,7,38,10,0.0039174974579172525,2017-02-02 00:00:00
COP_5947,2016/10/27,72,111,65,8,27,2,0.05263159816014773,2016-10-27 00:00:00
COP_5826,2012/10/25,73,136,68,13,47,11,0.021626435531242102,2012-10-25 00:00:00
COP_5894,2014/1/30,70,125,75,4,63,19,-0.0010635019013791602,2014-01-30 00:00:00
COP_5880,2012/4/23,71,63,73,4,39,10,-0.007546707314561195,2012-04-23 00:00:00
COP_6059,2019/10/29,61,59,33,5,22,11,0.02532327298283144,2019-10-29 00:00:00
COP_5942,2015/7/30,100,114,91,6,38,14,-0.015690015257346368,2015-07-30 00:00:00
COP_5890,2013/1/31,126,134,80,8,56,18,-0.050581112209360346,2013-01-31 00:00:00
COP_5946,2016/7/31,83,90,104,2,37,8,-0.029642309983311414,2016-08-01 00:00:00
COP_5945,2016/4/29,107,112,108,7,58,16,0.002517364195331773,2016-04-29 00:00:00
COP_5944,2016/2/4,170,107,101,2,47,14,-0.08568473419026268,2016-02-04 00:00:00
COP_6055,2018/10/25,78,111,92,27,30,18,0.03546954049420914,2018-10-25 00:00:00
COP_5815,2015/1/29,88,103,105,14,69,21,0.0038350568352083507,2015-01-29 00:00:00
COP_6001,2018/2/1,64,126,82,10,61,10,0.009182062374093471,2018-02-01 00:00:00
COP_6058,2019/7/30,75,109,68,8,41,17,0.022684305309784717,2019-07-30 00:00:00
COP_6000,2017/10/26,62,92,67,4,22,12,0.03002401976556857,2017-10-26 00:00:00
COP_5891,2013/4/25,83,85,64,7,33,8,0.0018880984126445895,2013-04-25 00:00:00
COP_5896,2014/7/31,78,96,77,7,40,9,-0.025168348369903115,2014-07-31 00:00:00
COP_6060,2020/2/4,75,76,82,12,27,8,,
COP_5895,2014/5/1,70,152,76,8,44,11,0.00968915683431959,2014-05-01 00:00:00
COST_5970,2014/3/6,105,152,77,12,73,4,-0.027560737106801514,2014-03-06 00:00:00
COST_6015,2016/9/29,79,201,102,11,95,4,-0.01285053290867588,2016-09-29 00:00:00
COST_5975,2015/5/28,87,210,139,14,95,7,-0.007976919795870896,2015-05-28 00:00:00
COST_5964,2012/10/10,46,92,91,8,42,3,0.019269351472364527,2012-10-10 00:00:00
COST_5966,2013/3/12,69,118,98,13,23,4,0.01278794931055427,2013-03-12 00:00:00
COST_6016,2016/12/8,77,176,107,24,56,5,0.024309327825821514,2016-12-08 00:00:00
COST_6021,2018/3/9,75,194,96,28,56,5,0.015563570206534871,2018-03-09 00:00:00
COST_5974,2015/3/5,96,168,126,18,60,8,0.027179452672195792,2015-03-05 00:00:00
COST_6024,2018/12/13,64,129,75,9,52,5,-0.005662899594557014,2018-12-13 00:00:00
COST_6013,2016/3/3,114,191,125,19,72,7,-0.0077883842850144935,2016-03-03 00:00:00
COST_6026,2019/5/30,69,133,58,10,34,7,0.0035314754917312725,2019-05-30 00:00:00
COST_5967,2013/5/30,61,132,99,19,46,3,-0.009473215792245915,2013-05-30 00:00:00
COST_5969,2013/12/11,67,106,89,5,50,6,-0.012245928103062688,2013-12-11 00:00:00
COST_5965,2012/12/12,46,81,66,3,42,6,-0.006001386965135303,2012-12-12 00:00:00
COST_5911,2012/5/24,91,126,87,15,43,9,0.014044002312170845,2012-05-24 00:00:00
COST_6019,2017/10/6,116,215,119,15,65,9,-0.059735503374706574,2017-10-06 00:00:00
COST_6027,2019/10/4,72,161,85,4,38,9,0.009238800788008206,2019-10-04 00:00:00
COST_6022,2018/6/1,72,150,96,11,76,7,-0.0055992765314457635,2018-06-01 00:00:00
COST_6014,2016/5/26,72,107,110,18,66,4,0.03576873991892171,2016-05-26 00:00:00
COST_6023,2018/10/5,90,154,85,13,41,5,-0.05550753521284457,2018-10-05 00:00:00
COST_5910,2012/2/29,91,128,84,14,48,3,0.009264699737637327,2012-02-29 00:00:00
COST_5973,2014/12/10,78,169,105,11,61,7,-0.0195049875355614,2014-12-10 00:00:00
COST_6011,2015/9/30,86,186,105,12,51,5,0.005914320180183674,2015-09-30 00:00:00
COST_5972,2014/10/8,70,126,87,13,46,5,0.02762033349718429,2014-10-08 00:00:00
COST_5968,2013/10/9,84,119,106,7,58,9,0.021210206513113672,2013-10-09 00:00:00
COST_6012,2015/12/9,124,194,110,23,44,7,-0.05418365702050698,2015-12-09 00:00:00
COST_5971,2014/5/29,75,123,94,7,53,6,-0.0008753367996412463,2014-05-29 00:00:00
COST_6020,2017/12/15,54,147,89,25,36,1,0.033238604990171394,2017-12-15 00:00:00
COTY_6234,2016/2/4,78,126,57,12,62,9,0.15237707870769654,2016-02-04 00:00:00
COTY_6237,2016/11/9,116,178,91,0,67,11,-0.10232982337027552,2016-11-09 00:00:00
COTY_6337,2019/2/8,120,173,72,7,81,19,0.3215297449468262,2019-02-08 00:00:00
COTY_6338,2019/5/9,109,158,63,2,54,6,-0.0008635776293369758,2019-05-09 00:00:00
COTY_6235,2016/5/3,154,154,88,4,92,10,-0.08725045496038075,2016-05-03 00:00:00
COTY_6225,2013/11/9,121,167,75,3,49,6,0.01534359569196231,2013-11-11 00:00:00
COTY_6227,2014/5/14,108,172,32,3,53,11,0.02137311440083467,2014-05-14 00:00:00
COTY_6238,2017/2/9,125,187,79,2,76,13,-0.08582840030563266,2017-02-09 00:00:00
COTY_6334,2018/5/9,81,215,38,2,46,5,-0.05597480572334157,2018-05-09 00:00:00
COTY_6228,2014/8/28,116,171,36,2,61,3,-0.03442536542776553,2014-08-28 00:00:00
COTY_6340,2019/11/6,82,183,67,3,47,2,0.13612569061290716,2019-11-06 00:00:00
COTY_6335,2018/8/21,126,222,58,3,96,8,-0.07096767643859847,2018-08-21 00:00:00
COTY_6239,2017/5/10,103,210,72,0,61,2,0.11890077668563136,2017-05-10 00:00:00
COTY_6332,2017/11/9,108,235,71,3,58,3,0.13821131277402787,2017-11-09 00:00:00
COTY_6339,2019/8/28,94,185,56,3,70,8,0.06022724107769961,2019-08-28 00:00:00
COTY_6230,2015/2/5,86,124,56,7,57,10,0.12202849596947928,2015-02-05 00:00:00
COTY_6333,2018/2/8,67,226,42,1,53,4,0.14187640773353505,2018-02-08 00:00:00
COTY_6336,2018/11/7,173,194,49,5,58,16,-0.22540253926442544,2018-11-07 00:00:00
COTY_6224,2013/9/17,86,196,49,2,72,8,-0.03753844041090748,2013-09-17 00:00:00
COTY_6233,2015/11/5,97,135,67,10,117,7,-0.057762985159108486,2015-11-05 00:00:00
COTY_6232,2015/8/13,49,108,23,4,51,6,0.06093314908911807,2015-08-13 00:00:00
COTY_6341,2020/2/5,80,203,66,2,63,4,,
COTY_6226,2014/2/17,97,191,44,1,37,3,-0.03731344635517186,2014-02-18 00:00:00
CPB_4137,2013/11/19,189,108,65,5,35,2,-0.062425269663322173,2013-11-19 00:00:00
CPB_4408,2017/8/31,136,163,57,5,39,11,-0.08059699974249845,2017-08-31 00:00:00
CPB_4412,2018/8/30,212,260,96,7,115,16,-0.021005254246843408,2018-08-30 00:00:00
CPB_4140,2014/9/8,159,138,97,5,61,8,-0.025819521828478357,2014-09-08 00:00:00
CPB_4282,2016/11/22,100,215,49,2,37,9,0.03597382829399165,2016-11-22 00:00:00
CPB_4277,2015/9/3,121,176,73,2,45,3,0.015909531384768583,2015-09-03 00:00:00
CPB_4279,2016/2/25,134,204,54,1,27,8,0.034528336275181586,2016-02-25 00:00:00
CPB_4409,2017/11/21,151,130,76,3,41,6,-0.08191468310814165,2017-11-21 00:00:00
CPB_4415,2019/6/5,139,221,58,0,48,5,0.10023614887549016,2019-06-05 00:00:00
CPB_4410,2018/2/16,136,184,60,3,57,10,-0.0320755255665085,2018-02-16 00:00:00
CPB_4284,2017/5/19,134,173,48,1,55,11,-0.020372319553727317,2017-05-19 00:00:00
CPB_4139,2014/5/19,155,142,65,5,36,7,-0.02349285424837821,2014-05-19 00:00:00
CPB_4411,2018/5/18,132,126,54,2,66,16,-0.12366145175585007,2018-05-18 00:00:00
CPB_4132,2012/9/4,138,149,68,0,52,2,-0.0005691650003147862,2012-09-04 00:00:00
CPB_4278,2015/11/24,130,170,54,0,33,5,0.030929923422577943,2015-11-24 00:00:00
CPB_4138,2014/2/14,168,194,73,10,85,8,0.04979245887352368,2014-02-14 00:00:00
CPB_4276,2015/5/22,134,178,63,1,46,9,0.02088215503651392,2015-05-22 00:00:00
CPB_4141,2014/11/25,133,179,78,0,46,6,0.001121310538000575,2014-11-25 00:00:00
CPB_4134,2013/2/15,126,209,50,0,36,3,0.017561990799013442,2013-02-15 00:00:00
CPB_4142,2015/2/25,145,186,72,3,43,12,-0.0010589379598722193,2015-02-25 00:00:00
CPB_4133,2012/11/20,118,145,61,3,25,5,-0.02002710861129431,2012-11-20 00:00:00
CPB_4135,2013/5/20,124,220,83,4,31,6,-0.03884111373780341,2013-05-20 00:00:00
CPB_4136,2013/8/29,139,195,93,2,40,20,-0.03086551737142018,2013-08-29 00:00:00
CPB_4413,2018/11/20,157,177,46,2,31,6,0.05461634414699956,2018-11-20 00:00:00
CPB_4281,2016/9/1,170,172,57,0,47,10,-0.06274705692845006,2016-09-01 00:00:00
CPB_4283,2017/2/17,115,188,53,0,41,12,-0.06506794155822726,2017-02-17 00:00:00
CPB_4592,2019/12/4,94,208,65,1,37,2,0.01870532482971754,2019-12-04 00:00:00
CPB_3986,2012/5/21,103,118,62,2,26,5,-0.019461122640227257,2012-05-21 00:00:00
CRM_19363,2017/5/18,46,216,51,8,30,10,-0.0010245485159680048,2017-05-18 00:00:00
CRM_19623,2019/8/22,51,213,79,7,37,8,0.005835259749349175,2019-08-22 00:00:00
CRM_19428,2012/5/17,68,166,78,7,37,0,-0.020354361854055703,2012-05-17 00:00:00
CRM_19375,2015/2/26,57,186,65,2,36,7,0.11722600695237227,2015-02-26 00:00:00
CRM_19622,2019/6/4,57,202,74,12,33,7,0.039352110371412063,2019-06-04 00:00:00
CRM_19381,2012/8/23,51,111,91,8,49,1,-0.012447792393397885,2012-08-23 00:00:00
CRM_19384,2013/5/23,75,144,83,7,26,6,-0.0019659273697619764,2013-05-23 00:00:00
CRM_19373,2014/8/21,45,174,67,1,37,9,0.005777210658067356,2014-08-21 00:00:00
CRM_19548,2016/9/1,56,201,74,1,59,6,-0.044195348624528334,2016-09-01 00:00:00
CRM_19544,2015/5/20,58,211,66,0,37,7,-0.018466698836495987,2015-05-20 00:00:00
CRM_19463,2013/11/18,38,119,86,1,60,2,-0.03140818371357945,2013-11-18 00:00:00
CRM_19617,2018/2/28,51,213,76,9,37,5,-0.0018889088898199624,2018-02-28 00:00:00
CRM_19621,2019/3/4,39,176,47,2,30,5,-0.036649843943569294,2019-03-04 00:00:00
CRM_19364,2017/8/22,57,203,46,2,38,11,0.01296855693448018,2017-08-22 00:00:00
CRM_19546,2015/11/18,53,174,68,3,25,8,0.0014241405151975695,2015-11-18 00:00:00
CRM_19374,2014/11/19,39,200,70,4,38,8,-0.02321115310717992,2014-11-19 00:00:00
CRM_19545,2015/8/20,62,238,59,5,28,9,-0.0585785836628655,2015-08-20 00:00:00
CRM_19549,2016/11/17,52,203,45,6,28,6,0.02564459071642844,2016-11-17 00:00:00
CRM_19618,2018/5/29,46,179,83,18,35,7,-0.008440151912956217,2018-05-29 00:00:00
CRM_19382,2012/11/20,52,158,83,1,37,3,-0.009638972014230474,2012-11-20 00:00:00
CRM_19372,2014/5/20,52,138,81,5,56,8,-0.006387378461615635,2014-05-20 00:00:00
CRM_19464,2014/2/27,54,168,79,3,54,5,0.0389080558037409,2014-02-27 00:00:00
CRM_19362,2017/2/28,51,194,71,0,24,8,-0.00233017462929741,2017-02-28 00:00:00
CRM_19462,2013/8/29,55,160,85,3,62,2,0.02033667067337697,2013-08-29 00:00:00
CRM_19620,2018/11/28,55,179,58,5,34,6,0.10271286169111392,2018-11-28 00:00:00
CRM_19716,2016/2/25,58,140,46,4,27,3,0.1103646458838885,2016-02-25 00:00:00
CRM_19547,2016/5/18,55,211,52,5,40,2,0.014328593872811712,2016-05-18 00:00:00
CRM_19427,2012/2/23,58,144,84,3,16,10,0.028890425053817337,2012-02-23 00:00:00
CRM_19624,2019/12/3,50,156,80,10,22,8,0.003540418162849335,2019-12-03 00:00:00
CSCO_5257,2015/8/12,76,122,54,7,29,6,-0.004282685127513952,2015-08-12 00:00:00
CSCO_5596,2014/5/14,149,218,102,10,57,14,-0.0021872765999200183,2014-05-14 00:00:00
CSCO_5483,2018/11/14,64,169,70,2,40,4,-0.017508801408056218,2018-11-14 00:00:00
CSCO_5627,2012/5/9,122,232,126,10,80,11,0.0037414006198934757,2012-05-09 00:00:00
CSCO_5418,2017/11/15,94,131,36,3,26,3,0.0020563952097982785,2017-11-15 00:00:00
CSCO_5630,2012/11/14,124,235,115,6,87,17,0.04807118383410569,2012-11-14 00:00:00
CSCO_5415,2017/5/17,79,98,72,3,46,4,-0.013994156061604146,2017-05-17 00:00:00
CSCO_5612,2014/2/12,124,151,82,6,70,17,0.006164742520522236,2014-02-12 00:00:00
CSCO_5259,2015/11/12,105,163,64,7,41,4,0.00035946186166557764,2015-11-12 00:00:00
CSCO_5540,2019/5/15,69,119,74,4,33,3,0.008073782492299621,2019-05-15 00:00:00
CSCO_5541,2019/8/14,79,126,85,7,20,9,-0.040022772410767016,2019-08-14 00:00:00
CSCO_5761,2013/5/15,122,192,99,5,52,13,-0.0028209389750678553,2013-05-15 00:00:00
CSCO_5326,2017/2/15,99,138,50,3,40,7,0.01578453419549497,2017-02-15 00:00:00
CSCO_5255,2015/5/13,105,230,89,7,77,11,0.004105399969644319,2015-05-13 00:00:00
CSCO_5609,2013/8/14,160,237,77,10,61,18,0.0022796149938475447,2013-08-14 00:00:00
CSCO_5323,2016/8/17,99,114,61,3,32,14,-0.012853519122487224,2016-08-17 00:00:00
CSCO_5481,2018/5/16,71,158,61,5,36,6,-0.007036053167217893,2018-05-16 00:00:00
CSCO_5611,2013/11/13,153,158,76,5,86,19,0.011378022038437186,2013-11-13 00:00:00
CSCO_5480,2018/2/14,87,154,55,2,28,4,0.02085861314333925,2018-02-14 00:00:00
CSCO_5539,2019/2/13,66,137,67,1,44,8,-0.008143649918958551,2019-02-13 00:00:00
CSCO_5318,2016/2/10,104,145,79,4,39,3,-0.00618098860954952,2016-02-10 00:00:00
CSCO_5542,2019/11/13,85,124,59,6,40,9,0.0018606606279778504,2019-11-13 00:00:00
CSCO_5601,2015/2/12,109,229,105,7,83,6,0.09394722430844626,2015-02-12 00:00:00
CSCO_5631,2013/2/13,120,272,116,10,82,7,0.008106823169311328,2013-02-13 00:00:00
CSCO_5482,2018/8/15,70,141,62,4,63,8,-0.0031818043101917715,2018-08-15 00:00:00
CSCO_5600,2014/11/12,122,244,93,11,65,7,-0.0015904178443502115,2014-11-12 00:00:00
CSCO_5417,2017/8/16,132,159,72,4,45,4,0.007790588931481769,2017-08-16 00:00:00
CSCO_5628,2012/8/15,162,312,147,8,104,34,0.010483419008500805,2012-08-15 00:00:00
CSCO_5626,2012/2/8,120,291,136,9,101,15,0.011386115522248108,2012-02-08 00:00:00
CSRA_6315,2016/8/10,49,160,48,23,35,6,0.01781568540891576,2016-08-10 00:00:00
CSRA_6321,2018/2/7,50,147,60,31,42,13,0.026186617492241604,2018-02-07 00:00:00
CSRA_6313,2016/2/10,37,148,54,49,46,10,0.0,2016-02-10 00:00:00
CSRA_6319,2017/8/9,72,197,71,50,43,20,-0.002169860460826345,2017-08-09 00:00:00
CSRA_6320,2017/11/7,77,145,56,38,31,11,-0.0006299356775959497,2017-11-07 00:00:00
CSRA_6316,2016/11/9,68,167,49,42,35,19,0.03553869941758436,2016-11-09 00:00:00
CSRA_6318,2017/5/24,67,176,66,30,32,13,0.012986984203489982,2017-05-24 00:00:00
CSRA_6317,2017/2/7,47,142,51,21,51,11,0.00773993826331587,2017-02-07 00:00:00
CSX_6393,2014/1/16,161,212,114,27,76,10,-0.068080732202636,2014-01-16 00:00:00
CSX_6426,2012/4/18,163,220,92,22,61,18,-0.01024961872152741,2012-04-18 00:00:00
CSX_6392,2013/10/16,159,185,133,31,53,14,-0.008046014894711795,2013-10-16 00:00:00
CSX_6502,2015/4/15,141,170,122,13,64,21,-0.010538948622998756,2015-04-15 00:00:00
CSX_6208,2017/4/20,150,319,157,14,99,11,0.056040934391921926,2017-04-20 00:00:00
CSX_6203,2016/1/13,178,200,121,25,94,16,-0.05696203957852908,2016-01-13 00:00:00
CSX_6202,2015/10/14,154,263,128,23,78,9,-0.018765736831309443,2015-10-14 00:00:00
CSX_6207,2017/1/18,178,304,138,13,109,17,-0.031766843781187215,2017-01-18 00:00:00
CSX_6390,2013/4/17,142,219,86,15,67,17,-0.026097728943471062,2013-04-17 00:00:00
CSX_6211,2018/1/17,130,199,99,7,59,17,-0.007569283215575152,2018-01-17 00:00:00
CSX_6206,2016/10/13,118,217,92,5,68,12,0.031115543281851957,2016-10-13 00:00:00
CSX_6391,2013/7/17,179,243,107,20,58,18,0.01866887188376065,2013-07-17 00:00:00
CSX_6389,2013/1/23,140,240,106,30,80,17,0.0418068650437613,2013-01-23 00:00:00
CSX_6210,2017/10/17,119,156,81,2,59,5,0.02630581729058457,2017-10-17 00:00:00
CSX_6310,2019/7/16,146,238,103,13,46,8,0.013375835054239673,2019-07-16 00:00:00
CSX_6312,2020/1/17,120,300,96,22,70,4,-0.004430497098712349,2020-01-17 00:00:00
CSX_6373,2018/7/18,83,254,86,8,70,6,0.0707634603636158,2018-07-18 00:00:00
