Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26,nearest_day_return,nearest_day
AMZN_1470,2019/1/31,6,2,15,2,5,0,36,12,39,88,27,3,17,4,702,216,0.028914665807473924,2019-01-31 00:00:00
AMZN_999,2014/7/24,19,9,25,3,7,0,360,84,14,85,42,0,15,1,750,180,0.0013122541014758404,2014-07-24 00:00:00
AMZN_1472,2019/7/25,6,2,15,2,6,0,36,12,41,80,38,0,22,0,570,204,-0.013489592472189615,2019-07-25 00:00:00
AMZN_997,2014/4/24,13,8,24,3,8,0,354,48,63,92,34,2,12,1,684,288,0.03872699440579997,2014-04-24 00:00:00
AMZN_1465,2017/10/26,6,2,15,2,5,0,36,12,54,80,47,2,23,1,570,174,-0.0004933452035635888,2017-10-26 00:00:00
AMZN_1635,2013/4/25,14,8,23,2,10,0,372,36,36,59,33,0,27,1,684,150,0.02202549838016576,2013-04-25 00:00:00
AMZN_993,2013/10/24,25,7,24,2,12,1,366,90,27,76,34,0,21,1,426,168,0.016678851531930716,2013-10-24 00:00:00
AMZN_1584,2016/10/27,6,2,15,1,6,0,36,12,50,65,40,0,24,0,408,162,-0.005142344747451566,2016-10-27 00:00:00
AMZN_1474,2020/1/30,6,2,14,2,6,0,36,12,44,76,29,1,27,2,594,216,0.006824571426769399,2020-01-30 00:00:00
AMZN_1469,2018/10/25,6,2,15,2,5,0,36,12,39,71,34,1,17,2,618,192,0.07088697045710579,2018-10-25 00:00:00
AMZN_1637,2013/1/29,14,7,23,2,13,0,432,30,28,53,23,0,24,2,498,108,-0.056839595550341786,2013-01-29 00:00:00
AMZN_1141,2015/7/23,23,7,28,3,10,1,402,78,60,130,41,1,27,1,624,258,-0.012472600149340929,2015-07-23 00:00:00
AMZN_1139,2015/4/23,21,8,28,3,8,1,384,60,60,103,48,0,20,1,654,138,0.00048743572949305763,2015-04-23 00:00:00
AMZN_1145,2016/1/28,12,9,28,3,8,1,516,12,83,113,49,0,20,3,708,282,0.08914031400750355,2016-01-28 00:00:00
AMZN_1585,2016/7/28,9,9,19,2,6,0,216,24,57,93,44,3,23,4,798,174,0.02163791495675782,2016-07-28 00:00:00
AMZN_1137,2015/1/29,13,6,26,3,14,1,450,30,51,76,28,0,20,3,390,132,0.025895808043020045,2015-01-29 00:00:00
AMZN_995,2014/1/30,16,6,24,3,14,0,450,30,41,90,42,0,34,5,780,192,0.04895886767556301,2014-01-30 00:00:00
AMZN_1466,2018/2/1,6,3,18,6,4,0,36,30,34,87,34,0,26,5,738,228,-0.04196735385431105,2018-02-01 00:00:00
AMZN_1582,2017/2/2,7,2,15,2,7,0,36,18,62,80,29,1,18,0,648,150,0.009130818578739763,2017-02-02 00:00:00
AMZN_991,2013/7/25,17,6,24,3,8,0,360,42,32,109,26,1,14,1,630,156,0.014919353109834388,2013-07-25 00:00:00
AMZN_1588,2016/4/29,15,10,21,3,8,1,360,42,85,101,49,2,23,1,888,198,0.09566449643765562,2016-04-29 00:00:00
AMZN_894,2012/4/26,18,6,25,1,6,0,396,54,45,88,34,2,17,1,588,240,0.008075338643170227,2012-04-26 00:00:00
AMZN_1473,2019/10/24,6,2,14,2,6,0,36,12,36,66,22,2,21,6,402,186,0.010560834021384524,2019-10-24 00:00:00
AMZN_1322,2017/7/27,6,2,15,2,5,0,42,12,55,57,31,0,10,1,522,162,-0.006459012645083084,2017-07-27 00:00:00
AMZN_897,2012/7/26,0,0,0,0,0,0,0,0,48,65,55,7,42,1,864,216,0.013637371174660906,2012-07-26 00:00:00
AMZN_1001,2014/10/23,22,8,24,3,7,1,354,96,39,109,37,0,22,1,618,144,0.000670963524488144,2014-10-23 00:00:00
ANDV_2206,2017/8/9,20,96,39,3,16,7,522,72,51,99,58,5,57,8,192,330,-0.004175381139213563,2017-08-09 00:00:00
ANDV_2207,2017/11/9,12,58,24,2,9,3,540,30,48,77,49,5,37,4,252,330,-0.037250309630953986,2017-11-09 00:00:00
ANDV_2209,2018/5/8,5,52,20,0,11,9,510,18,0,0,0,0,0,0,0,0,-0.014896524803536091,2018-05-08 00:00:00
ANSS_2051,2016/8/5,8,28,17,6,11,1,294,30,65,77,47,5,46,4,450,264,0.02198268555007532,2016-08-05 00:00:00
ANSS_2043,2014/8/5,0,19,7,0,1,1,192,24,40,56,43,4,16,2,348,180,0.017887489386185784,2014-08-05 00:00:00
ANSS_2190,2017/8/6,19,67,20,3,8,4,516,54,61,97,66,3,37,6,498,270,0.005308909779034199,2017-08-07 00:00:00
ANSS_2053,2017/2/23,23,54,24,2,17,5,600,96,55,95,62,5,22,8,558,240,0.03037197901871247,2017-02-23 00:00:00
ANSS_2052,2016/11/3,18,37,25,0,17,3,342,66,69,78,79,2,36,7,552,264,-0.06735923821958634,2016-11-03 00:00:00
ANSS_2042,2014/5/1,5,25,15,1,1,1,330,24,35,44,32,1,11,4,198,108,-0.050058967593218366,2014-05-01 00:00:00
ANSS_2044,2014/11/5,7,33,20,1,4,5,426,42,44,79,63,7,30,7,546,420,-0.005035499096392004,2014-11-05 00:00:00
ANSS_2040,2013/11/7,16,16,22,0,5,4,276,72,62,59,86,2,22,2,318,312,-0.05447600292732924,2013-11-07 00:00:00
ANSS_2049,2016/2/25,36,41,27,0,8,3,570,108,84,71,68,16,28,7,762,378,-0.026808408484866986,2016-02-25 00:00:00
ANSS_2045,2015/2/26,9,36,15,1,4,4,330,54,47,68,94,4,34,8,456,324,-0.008456943460547374,2015-02-26 00:00:00
ANSS_2050,2016/5/5,23,31,16,1,5,4,426,48,79,66,63,4,23,7,552,216,-0.06891948656447155,2016-05-05 00:00:00
ANSS_2039,2013/8/1,0,14,11,0,0,1,156,24,64,57,83,2,21,2,300,432,0.11385276032347713,2013-08-01 00:00:00
ANSS_2041,2014/2/27,8,17,15,0,7,6,258,36,67,78,84,1,36,4,558,360,-0.015034974003879431,2014-02-27 00:00:00
ANSS_2199,2019/11/7,17,79,23,2,17,7,708,54,55,78,37,7,9,4,624,210,0.029671309925175308,2019-11-07 00:00:00
ANSS_2191,2017/11/2,27,75,21,1,29,3,822,72,46,93,50,4,35,0,588,198,0.09646007362477917,2017-11-02 00:00:00
ANSS_2046,2015/5/10,8,25,15,1,3,3,222,18,63,59,74,6,21,5,456,312,-0.0035760200629572077,2015-05-11 00:00:00
ANSS_2341,2012/8/2,7,16,21,0,2,1,162,72,57,72,82,4,40,2,522,474,0.11081441242582923,2012-08-02 00:00:00
ANSS_2038,2013/5/2,5,12,10,0,1,2,126,12,63,34,56,6,28,1,402,342,-0.07529702154915174,2013-05-02 00:00:00
ANSS_2195,2018/11/8,18,88,15,0,12,5,840,60,62,96,45,1,12,3,522,174,0.06182721799337765,2018-11-08 00:00:00
ANSS_2194,2018/8/7,27,94,23,4,17,2,840,90,59,62,47,4,19,9,462,192,-0.01639533657503689,2018-08-07 00:00:00
ANSS_2198,2019/8/6,21,67,16,0,12,1,450,60,69,84,49,1,20,7,516,204,0.04307127375383879,2019-08-06 00:00:00
ANSS_2342,2012/5/3,4,13,8,0,3,4,150,36,48,56,59,5,28,1,606,312,-0.09220892340829334,2012-05-03 00:00:00
ANSS_2196,2019/2/28,31,75,27,3,16,4,834,78,34,63,39,1,16,3,552,168,0.0024316726309376873,2019-02-28 00:00:00
ANSS_2047,2015/8/5,16,25,14,0,7,2,240,24,45,53,64,0,29,5,426,186,-0.01270615007049758,2015-08-05 00:00:00
ANSS_2197,2019/5/2,21,73,16,0,9,5,570,72,58,82,45,0,21,4,438,210,-0.005869771213272368,2019-05-02 00:00:00
ANSS_2340,2012/11/1,9,18,23,0,6,4,246,54,76,64,82,3,19,2,540,300,-0.03928828663673267,2012-11-01 00:00:00
ANSS_2189,2017/5/6,25,64,16,0,15,7,642,54,64,121,65,3,32,9,792,282,-0.0005775552523661354,2017-05-08 00:00:00
ANTM_2180,2018/1/31,20,167,43,15,52,5,984,66,47,166,45,8,49,3,474,186,0.01811536155883342,2018-01-31 00:00:00
ANTM_2315,2016/4/27,13,46,28,7,10,0,300,30,79,99,104,20,50,6,336,294,-0.015706892652084692,2016-04-27 00:00:00
ANTM_2037,2015/7/29,23,45,29,5,9,0,300,36,53,100,81,3,17,0,390,216,0.006939087843029546,2015-07-29 00:00:00
ANTM_2310,2017/7/26,29,59,35,22,19,5,324,72,62,84,73,11,45,10,294,162,-0.02933149482728015,2017-07-26 00:00:00
ANTM_2186,2019/7/24,12,95,26,5,18,5,570,30,126,157,85,16,43,7,450,336,-0.045209666021163934,2019-07-24 00:00:00
ANTM_2309,2017/10/25,21,53,34,14,19,2,456,60,52,82,42,4,16,9,348,204,0.053572377535811455,2017-10-25 00:00:00
ANTM_2183,2018/10/31,9,62,17,3,22,2,426,30,94,130,46,9,23,3,606,282,0.037967597501303414,2018-10-31 00:00:00
ANTM_2314,2016/7/27,31,52,35,17,14,2,342,54,77,71,72,10,17,6,276,324,-0.027109497978174302,2016-07-27 00:00:00
ANTM_2036,2015/4/29,23,75,38,9,15,0,414,18,49,114,83,4,29,4,426,294,-0.02042532662139229,2015-04-29 00:00:00
ANTM_2311,2017/4/26,29,81,48,23,26,4,432,96,55,75,77,39,23,8,378,258,0.038095742836947284,2017-04-26 00:00:00
ANTM_2184,2019/1/30,29,97,26,12,23,3,606,48,68,130,34,23,35,2,462,186,0.09112246299053917,2019-01-30 00:00:00
ANTM_2187,2019/10/23,22,92,25,1,22,9,594,30,93,146,63,5,29,6,498,336,0.012526454430835663,2019-10-23 00:00:00
ANTM_2185,2019/4/24,8,50,22,2,15,2,306,24,88,138,64,8,43,4,642,354,0.001436325451756426,2019-04-24 00:00:00
ANTM_2313,2016/11/2,33,68,39,17,23,5,498,54,104,75,88,17,24,5,360,324,0.04743655068713282,2016-11-02 00:00:00
ANTM_2035,2015/1/28,34,100,49,10,20,1,750,72,57,93,88,2,27,1,384,264,-0.030483357420912464,2015-01-28 00:00:00
ANTM_2317,2015/10/28,33,62,34,9,18,0,468,36,79,95,70,5,36,4,510,312,-0.0199737323995054,2015-10-28 00:00:00
ANTM_2316,2016/1/27,23,55,30,7,16,1,384,42,96,84,109,21,36,8,516,330,-0.047401270613239184,2016-01-27 00:00:00
ANTM_2182,2018/7/25,21,79,23,7,14,2,420,84,67,169,38,9,18,3,396,186,0.0075178431037101765,2018-07-25 00:00:00
AON_2013,2014/10/31,55,134,52,6,6,3,882,96,79,210,75,10,39,4,720,372,0.035022310631422686,2014-10-31 00:00:00
AON_2018,2016/2/5,44,101,53,5,4,5,1020,132,48,124,69,2,18,1,576,276,0.0440697687783036,2016-02-05 00:00:00
AON_2020,2016/7/29,38,107,44,5,6,1,882,150,41,97,40,2,13,1,348,234,-0.029811534046138344,2016-07-29 00:00:00
AON_1828,2014/1/31,43,110,55,2,6,2,918,96,48,111,48,1,18,3,540,240,-0.0034679066968680283,2014-01-31 00:00:00
AON_2015,2015/5/1,53,107,45,5,3,1,906,114,51,118,49,2,19,0,486,288,0.022757920976981042,2015-05-01 00:00:00
AON_2176,2019/2/1,25,76,26,1,6,3,582,54,97,243,108,8,43,6,1152,462,0.07188127308095793,2019-02-01 00:00:00
AON_2025,2017/10/27,39,98,34,4,7,3,798,60,44,90,55,3,10,7,594,246,-0.03326508706268472,2017-10-27 00:00:00
AON_2014,2015/2/6,40,126,61,4,1,2,1134,102,63,111,51,8,16,1,702,306,0.028809186012320964,2015-02-06 00:00:00
AON_1829,2014/4/25,43,113,53,4,7,3,786,90,54,108,60,0,27,1,624,282,0.0335806597499928,2014-04-25 00:00:00
AON_2175,2018/10/26,25,100,23,1,14,3,462,78,75,166,98,2,22,3,678,534,0.015535417371843831,2018-10-26 00:00:00
AON_2178,2019/7/26,46,76,34,1,12,0,534,72,69,158,70,5,24,0,666,348,-0.011633266314036385,2019-07-26 00:00:00
AON_1825,2013/4/26,50,108,54,7,6,3,786,156,30,51,38,1,8,1,186,138,-0.03736336892348113,2013-04-26 00:00:00
AON_2172,2018/2/2,52,138,42,11,16,3,1110,144,78,167,67,13,25,4,1080,348,-0.0061600181060830215,2018-02-02 00:00:00
AON_1830,2014/7/25,47,113,50,3,4,2,876,102,77,141,74,6,24,2,642,306,-0.051115768533381616,2014-07-25 00:00:00
AON_1821,2012/5/4,74,136,53,1,9,2,996,144,54,141,74,5,40,1,654,204,-0.057643606084319725,2012-05-04 00:00:00
AON_1820,2012/2/3,48,131,64,2,9,4,912,138,50,115,74,0,23,2,498,258,-0.02653428371349853,2012-02-03 00:00:00
AON_2021,2016/10/28,22,96,42,4,1,1,864,96,51,159,54,9,23,1,654,282,0.02656341017756469,2016-10-28 00:00:00
AON_1822,2012/7/27,54,136,60,2,6,5,978,168,62,108,58,5,14,1,702,414,0.061101552937993915,2012-07-27 00:00:00
AON_2023,2017/5/9,38,110,31,3,11,4,870,84,53,108,32,1,22,5,594,222,0.012132607465065393,2017-05-09 00:00:00
AON_1823,2012/10/26,60,132,61,4,7,6,942,150,61,99,50,3,19,4,390,396,0.028462306053425483,2012-10-26 00:00:00
AON_2016,2015/7/31,38,74,44,10,2,1,684,138,60,150,66,3,30,6,636,330,-0.011477396216586831,2015-07-31 00:00:00
AON_2024,2017/8/4,39,94,31,3,7,3,768,90,44,101,29,5,14,2,642,168,-0.00014394669558337458,2017-08-04 00:00:00
AON_2173,2018/5/4,44,120,39,6,8,1,822,102,32,67,23,1,10,2,714,216,-0.0036428179059709853,2018-05-04 00:00:00
AON_2022,2017/2/10,32,122,52,6,9,1,960,72,52,129,68,5,37,0,954,330,0.0036467671756772453,2017-02-10 00:00:00
AON_2174,2018/7/27,16,92,38,1,27,5,456,90,69,91,50,4,49,2,846,210,-0.024900481683069464,2018-07-27 00:00:00
AON_2019,2016/4/29,38,90,41,4,4,1,810,114,53,120,58,8,20,3,690,390,0.018999602703509533,2016-04-29 00:00:00
AON_2017,2015/10/30,46,96,53,6,2,3,864,162,57,191,66,8,16,6,1068,384,-0.01602872765065344,2015-10-30 00:00:00
AOS_1813,2014/4/22,14,40,28,1,17,4,246,30,46,77,66,0,22,1,240,168,-0.001922258717952152,2014-04-22 00:00:00
AOS_2170,2019/10/29,29,27,31,0,17,0,240,102,41,48,48,7,23,1,336,420,-0.04128527740761634,2019-10-29 00:00:00
AOS_1814,2014/7/22,12,42,36,0,13,3,264,30,37,47,46,0,29,3,192,168,0.0749255106867146,2014-07-22 00:00:00
AOS_2167,2019/1/29,30,35,37,0,20,2,270,60,76,87,56,3,32,1,336,372,-0.007053944962783331,2019-01-29 00:00:00
AOS_2011,2017/4/27,16,30,37,0,18,1,348,42,48,58,36,2,24,4,354,108,0.02737392703089947,2017-04-27 00:00:00
AOS_2171,2020/1/28,45,31,28,3,15,2,300,60,71,74,44,2,19,1,372,324,0.03834741503112582,2020-01-28 00:00:00
AOS_2169,2019/7/30,37,25,32,0,17,2,192,66,60,58,72,3,21,0,252,348,0.033546353969435394,2019-07-30 00:00:00
AOS_2009,2016/10/26,14,28,41,0,20,1,282,18,58,69,42,0,27,1,546,288,-0.02888323150061645,2016-10-26 00:00:00
AOS_2006,2016/1/29,34,46,54,0,23,4,354,48,58,41,48,1,21,1,246,240,0.029325049305495725,2016-01-29 00:00:00
AOS_1812,2014/1/28,23,58,31,3,20,5,360,54,33,65,52,2,36,2,396,192,-0.02338819918663237,2014-01-28 00:00:00
AOS_2010,2017/2/2,24,47,56,1,16,2,402,42,75,73,63,2,29,1,390,252,-0.0260062356323898,2017-02-02 00:00:00
AOS_2165,2018/7/25,23,32,33,0,15,2,282,66,88,99,70,6,23,10,408,366,-0.01996313419261397,2018-07-25 00:00:00
AOS_2004,2015/7/23,12,35,35,0,10,4,252,48,67,63,75,6,22,7,414,150,0.055904161176995926,2015-07-23 00:00:00
AOS_1807,2012/10/17,12,48,16,0,20,2,288,36,60,122,50,0,15,4,174,144,0.03125,2012-10-17 00:00:00
AOS_1809,2013/4/23,23,46,16,6,10,4,300,24,37,59,34,5,19,0,276,192,0.049649467034007085,2013-04-23 00:00:00
AOS_2007,2016/4/27,20,28,34,0,19,1,264,30,40,46,49,1,14,3,264,150,-0.010995842394609823,2016-04-27 00:00:00
AOS_2003,2015/4/24,12,42,29,0,18,3,252,42,55,99,54,1,32,3,420,222,0.01431827555466514,2015-04-24 00:00:00
AOS_2163,2018/1/30,14,53,40,2,27,3,492,48,43,50,42,0,25,3,348,186,-0.005986254530167101,2018-01-30 00:00:00
AOS_2012,2017/7/26,15,36,35,0,21,1,288,36,44,72,56,3,19,3,168,180,-0.0149063755652441,2017-07-26 00:00:00
AOS_1815,2014/10/21,11,40,29,0,14,4,312,36,43,62,44,1,32,2,330,174,0.04367816550126391,2014-10-21 00:00:00
AOS_2166,2018/10/30,24,20,42,0,12,1,204,42,50,45,41,1,19,4,402,198,0.08136240635585601,2018-10-30 00:00:00
AOS_1810,2013/7/24,25,38,23,5,11,6,312,24,45,66,28,5,24,7,228,162,0.025124335879722848,2013-07-24 00:00:00
AOS_2162,2017/10/25,10,34,43,1,17,2,270,36,46,73,46,1,43,3,384,252,-0.04553527661759982,2017-10-25 00:00:00
AOS_1811,2013/10/21,18,41,22,2,8,6,246,30,58,75,52,1,33,3,384,216,0.07700531495446182,2013-10-21 00:00:00
AOS_2168,2019/4/30,34,49,26,1,17,2,228,54,57,64,73,2,26,1,324,450,-0.058054140812427324,2019-04-30 00:00:00
AOS_2008,2016/7/26,19,29,37,1,23,1,258,18,56,88,76,2,26,5,420,306,0.05588101583030558,2016-07-26 00:00:00
APA_1692,2013/11/7,22,30,17,0,14,2,216,78,35,56,49,1,30,4,162,222,0.0015828083038866847,2013-11-07 00:00:00
APA_2159,2019/5/2,20,61,22,6,49,8,318,108,48,70,47,2,32,6,126,324,-0.06086403196309785,2019-05-02 00:00:00
APA_1998,2017/5/4,34,102,47,3,47,8,264,78,45,54,28,9,16,2,54,156,-0.01844257633713542,2017-05-04 00:00:00
APA_1792,2014/8/1,20,43,14,0,12,3,222,18,63,68,43,0,40,5,192,240,-0.022793725733606496,2014-08-01 00:00:00
APA_1796,2015/8/6,34,86,37,0,34,11,330,138,59,107,51,1,28,7,186,312,0.04860485855447183,2015-08-06 00:00:00
APA_1799,2016/5/5,40,101,39,0,34,5,282,144,63,77,41,0,43,4,120,300,0.0806229093138997,2016-05-05 00:00:00
APA_2000,2017/11/2,29,69,51,4,49,7,276,36,40,53,43,1,22,9,150,240,-0.013023898721818972,2017-11-02 00:00:00
APA_1685,2012/2/16,25,77,30,1,40,5,588,60,24,9,9,0,7,0,66,48,-0.0005572356237956155,2012-02-16 00:00:00
APA_1689,2013/2/14,37,55,44,5,45,5,534,78,65,44,44,7,20,4,360,312,-0.04743270382008924,2013-02-14 00:00:00
APA_1690,2013/5/9,20,51,24,2,17,1,270,72,72,31,29,2,23,4,264,228,0.04771089226531888,2013-05-09 00:00:00
APA_1790,2014/2/13,21,45,26,0,15,3,312,60,50,59,32,3,19,0,54,252,-0.003937004178520276,2014-02-13 00:00:00
APA_2156,2018/8/2,18,93,51,4,51,3,342,96,34,94,40,2,20,0,60,228,-0.01179347564514355,2018-08-02 00:00:00
APA_1793,2014/11/6,16,28,10,1,11,3,264,48,36,41,32,0,19,8,102,138,-0.0015880773036611726,2014-11-06 00:00:00
APA_1999,2017/8/3,39,80,52,3,49,7,372,90,40,60,37,1,23,8,90,222,-0.08035897487753918,2017-08-03 00:00:00
APA_1688,2012/11/1,37,71,35,8,20,2,324,60,47,46,32,3,33,0,114,228,-0.010517441171945864,2012-11-01 00:00:00
APA_1798,2016/2/25,68,122,65,5,59,13,552,204,51,49,41,3,30,11,186,192,-0.020984393539207117,2016-02-25 00:00:00
APA_2157,2018/11/1,20,79,38,3,40,3,390,60,32,88,45,3,25,1,234,264,-0.03806509044956352,2018-11-01 00:00:00
APA_1797,2015/11/5,37,110,32,0,30,4,450,150,47,60,42,0,25,1,216,318,-0.0024296200317409644,2015-11-05 00:00:00
APA_1997,2017/2/23,49,90,46,6,67,7,456,132,29,58,41,5,23,2,66,186,-0.035148430350373405,2017-02-23 00:00:00
APA_1691,2013/8/1,20,56,26,1,19,2,306,72,48,54,72,2,21,5,228,216,0.017819318444558085,2013-08-01 00:00:00
APA_2160,2019/8/1,28,38,25,1,31,7,210,66,34,65,43,0,37,8,108,192,-0.012284981004229256,2019-08-01 00:00:00
APA_1795,2015/5/7,46,81,54,1,31,6,252,144,52,91,55,0,47,6,120,300,-0.033560953812590166,2015-05-07 00:00:00
APA_2161,2019/10/31,23,47,25,0,29,3,186,66,52,60,58,1,19,8,114,360,0.014044907700759168,2019-10-31 00:00:00
APA_2155,2018/5/3,22,87,36,2,41,7,306,42,22,100,33,9,40,6,102,186,-0.061373608706279725,2018-05-03 00:00:00
APA_1686,2012/5/3,20,69,26,8,20,3,318,108,52,28,47,10,22,1,114,264,-0.037471235050751006,2012-05-03 00:00:00
APA_2001,2018/2/22,46,141,73,5,106,16,858,192,37,63,64,7,23,4,150,240,-0.06317210324252343,2018-02-22 00:00:00
APA_1794,2015/2/12,50,70,36,2,29,15,258,90,74,78,48,3,52,11,204,402,-0.002625454346645739,2015-02-12 00:00:00
APA_1996,2016/11/3,42,97,33,1,69,13,366,114,33,40,34,3,18,9,48,156,-0.06626301189664617,2016-11-03 00:00:00
APD_389,2017/8/1,32,138,19,4,31,14,666,84,52,82,32,1,30,8,354,258,0.04762577955079572,2017-08-01 00:00:00
APD_221,2015/1/29,31,103,9,4,24,7,540,84,50,94,37,11,21,3,342,282,0.05877694090155216,2015-01-29 00:00:00
APD_219,2014/7/23,28,104,18,6,36,8,444,162,62,102,42,5,58,9,288,132,0.044195503740744435,2014-07-23 00:00:00
APD_558,2019/11/7,30,85,23,11,21,9,594,30,76,96,49,5,64,14,396,234,0.03989031521164232,2019-11-07 00:00:00
APD_556,2019/4/24,19,96,14,9,8,10,438,36,40,57,55,4,36,8,282,252,0.013982813980796704,2019-04-24 00:00:00
APD_115,2013/4/23,49,66,13,5,9,2,408,72,75,89,58,5,23,1,456,306,-0.012863574125356658,2013-04-23 00:00:00
APD_223,2015/7/30,58,140,11,10,33,8,756,162,33,81,26,8,23,5,240,216,0.061130181877563576,2015-07-30 00:00:00
APD_386,2016/10/27,46,121,16,4,23,5,828,66,51,120,59,3,38,11,312,240,0.003158356011725649,2016-10-27 00:00:00
APD_554,2018/7/26,25,102,15,5,19,18,486,48,49,83,44,6,32,3,378,222,0.027018435585163925,2018-07-26 00:00:00
APD_215,2013/7/23,55,78,13,8,12,3,486,36,48,83,46,6,17,4,450,246,0.02829992337389453,2013-07-23 00:00:00
APD_113,2012/10/19,74,100,18,16,32,7,744,138,70,49,42,10,23,3,378,168,-0.06280025978024195,2012-10-19 00:00:00
APD_114,2013/1/23,51,84,10,6,15,6,432,102,60,72,38,4,4,4,354,198,-0.01073828586695047,2013-01-23 00:00:00
APD_222,2015/5/1,60,142,11,9,18,9,624,108,46,48,20,14,24,2,246,126,0.022101332023229503,2015-05-01 00:00:00
APD_557,2019/7/25,24,94,12,10,13,11,456,30,40,76,20,5,46,5,186,102,0.012407690467667765,2019-07-25 00:00:00
APD_384,2016/4/28,64,118,14,9,24,4,678,84,34,80,34,6,21,3,348,216,0.0015508247097626435,2016-04-28 00:00:00
APD_388,2017/4/27,40,94,20,3,20,13,648,102,56,71,50,8,25,1,300,210,-0.003390279144874109,2017-04-27 00:00:00
APD_390,2017/10/26,42,162,20,2,17,15,798,84,49,94,36,10,35,7,234,204,0.04398734208450916,2017-10-26 00:00:00
APD_555,2018/11/6,33,126,21,3,14,22,660,84,65,89,46,7,30,3,360,210,0.00457521282991058,2018-11-06 00:00:00
APD_552,2018/1/26,38,148,17,13,16,20,738,126,44,78,48,5,23,2,444,336,-0.02385053963496764,2018-01-26 00:00:00
APD_216,2013/10/29,65,137,20,13,30,15,648,144,37,57,49,3,8,5,252,162,-0.018897211304400696,2013-10-29 00:00:00
APD_112,2012/7/24,44,83,9,8,17,3,420,60,68,75,53,2,11,7,312,120,-0.008796129806521447,2012-07-24 00:00:00
APD_217,2014/1/28,57,87,23,3,18,5,534,60,90,72,55,10,19,2,300,270,0.014589563437174437,2014-01-28 00:00:00
APD_110,2012/1/24,48,55,10,9,32,2,258,84,65,85,63,9,25,3,306,156,-0.026023075409007283,2012-01-24 00:00:00
APD_382,2015/10/29,57,188,15,9,41,12,972,156,25,69,33,6,18,4,252,108,-0.033560891948999805,2015-10-29 00:00:00
APD_559,2020/1/24,18,100,14,10,12,10,558,36,62,82,40,6,36,8,330,222,0.02806693855850262,2020-01-24 00:00:00
APD_383,2016/1/29,54,164,21,4,49,10,786,84,62,83,41,9,38,4,294,150,0.06470042193215607,2016-01-29 00:00:00
APD_387,2017/1/27,34,86,25,5,16,5,492,42,61,56,58,9,35,2,300,198,-0.045695875030710376,2017-01-27 00:00:00
APD_220,2014/10/30,36,114,17,10,31,9,618,84,73,67,46,4,16,5,252,174,0.03670936569009897,2014-10-30 00:00:00
APH_2098,2014/10/22,20,124,24,0,12,3,654,144,56,99,67,6,26,3,726,294,-0.05133882285211877,2014-10-22 00:00:00
APH_2252,2020/1/22,32,128,33,0,16,7,732,210,79,137,88,14,43,15,780,468,-0.015056390639650696,2020-01-22 00:00:00
APH_2099,2015/1/21,26,155,25,0,18,2,810,216,98,159,79,3,43,9,924,444,0.03018150672603648,2015-01-21 00:00:00
APH_2089,2012/7/18,13,104,22,0,8,2,540,126,63,148,70,8,21,6,1032,426,0.14758562940573028,2012-07-18 00:00:00
APH_2244,2018/1/24,30,179,52,1,28,4,954,162,58,136,74,4,46,11,744,378,-0.006752371472911078,2018-01-24 00:00:00
APH_2235,2015/10/21,26,88,33,0,11,4,534,312,99,87,76,11,30,0,738,600,-0.055794786570865666,2015-10-21 00:00:00
APH_2096,2014/4/23,21,103,20,0,10,3,612,126,66,172,66,6,36,5,912,288,0.005473072638402909,2014-04-23 00:00:00
APH_2246,2018/7/25,11,109,32,0,17,2,654,102,56,154,73,8,35,11,942,426,0.04680472311726347,2018-07-25 00:00:00
APH_2249,2019/4/24,22,95,44,0,17,3,570,294,65,98,57,6,29,1,588,480,-0.027139881238313457,2019-04-24 00:00:00
APH_2100,2015/4/22,23,109,20,0,14,3,654,144,70,172,79,4,47,2,888,582,-0.023211803261054542,2015-04-22 00:00:00
APH_2245,2018/4/25,10,116,30,1,21,2,618,132,50,112,75,7,31,9,720,306,0.0013289913593439449,2018-04-25 00:00:00
APH_2092,2013/4/18,17,93,16,0,8,2,414,90,46,98,53,9,33,5,636,276,-0.00041515054539187357,2013-04-18 00:00:00
APH_2090,2012/10/17,9,87,30,0,11,2,480,114,66,139,71,2,36,11,870,486,0.02260263672491658,2012-10-17 00:00:00
APH_2088,2012/4/18,15,103,25,0,6,2,486,120,74,153,77,3,28,5,924,444,-0.031025864665232824,2012-04-18 00:00:00
APH_2237,2016/4/20,17,98,27,2,10,4,576,132,68,155,87,4,33,6,816,366,-0.00823185612985067,2016-04-20 00:00:00
APH_2241,2017/4/26,9,104,30,1,10,2,540,156,61,116,81,5,25,9,648,408,-0.006234371658902838,2017-04-26 00:00:00
APH_2242,2017/7/26,13,113,33,0,10,2,762,168,62,105,64,4,30,7,624,354,-0.011867008701775594,2017-07-26 00:00:00
APH_2251,2019/10/24,26,97,40,0,20,3,582,270,99,157,93,3,40,13,816,630,0.001968742837350934,2019-10-24 00:00:00
APH_2238,2016/7/20,15,136,27,1,7,3,720,132,52,182,77,4,25,3,738,546,0.010587413206030849,2016-07-20 00:00:00
