Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
CHK_5131,2018/10/30,67,193,79,4,69,10
CHK_5151,2015/11/4,65,192,63,10,40,14
CHK_5133,2019/5/8,49,197,64,3,53,9
CHK_5132,2019/2/27,51,218,52,6,43,6
CHK_5022,2017/11/2,44,129,48,5,29,5
CHRW_4312,2017/7/20,87,107,114,34,43,29
CHRW_4177,2012/1/31,87,106,121,17,50,9
CHRW_4301,2014/10/29,84,133,102,16,64,17
CHRW_4183,2013/8/6,111,107,61,8,50,5
CHRW_4304,2015/7/29,82,169,101,20,57,28
CHRW_4306,2016/2/3,79,125,89,29,48,27
CHRW_4425,2020/1/29,125,139,74,25,52,11
CHRW_4310,2017/2/1,63,172,78,11,48,23
CHRW_4186,2014/4/30,105,123,105,14,66,28
CHRW_4185,2014/2/5,127,125,93,20,91,25
CHRW_4179,2012/7/24,89,120,121,8,36,29
CHRW_4307,2016/4/27,92,154,80,28,44,21
CHRW_4313,2017/11/1,100,133,73,21,62,28
CHRW_4303,2015/4/28,100,114,103,19,48,23
CHRW_4309,2016/10/26,94,173,73,23,45,22
CHRW_4459,2018/5/2,89,169,67,38,47,28
CHRW_4302,2015/2/4,94,167,88,10,67,9
CHRW_4455,2019/5/1,97,170,64,18,59,14
CHRW_4424,2019/10/30,117,169,65,31,47,19
CHRW_4423,2019/7/31,122,151,51,35,33,9
CHRW_4458,2018/8/1,107,202,87,23,54,24
CHRW_4456,2019/1/30,72,156,73,22,47,15
CHRW_4305,2015/10/28,90,148,85,19,49,12
CHRW_4187,2014/7/30,100,114,91,8,47,14
CHRW_4180,2012/10/23,90,91,90,12,62,4
CHRW_4182,2013/5/7,78,120,89,14,54,16
CHRW_4181,2013/2/5,91,125,101,8,56,3
CHRW_4457,2018/10/31,94,196,73,21,31,21
CHRW_4311,2017/4/26,72,101,83,30,40,13
CHTR_4935,2016/4/28,62,81,59,12,62,15
CHTR_5039,2018/2/2,77,126,54,15,53,10
CHTR_4937,2016/8/9,92,96,72,15,36,13
CHTR_4932,2015/10/29,91,91,54,6,34,10
CHTR_5043,2019/1/31,76,120,51,2,49,11
CHTR_5041,2018/7/31,89,85,63,11,39,17
CHTR_4934,2016/2/4,77,96,61,11,32,9
CHTR_5165,2013/8/6,56,117,53,4,31,9
CHTR_5040,2018/4/27,88,117,67,8,55,6
CHTR_5042,2018/10/26,87,104,43,8,68,6
CHTR_4799,2014/4/28,43,85,46,2,22,8
CHTR_5163,2013/11/5,60,92,62,2,29,4
CHTR_4807,2015/5/1,72,101,65,13,32,7
CHTR_4641,2012/5/8,53,126,52,5,29,7
CHTR_5046,2019/10/25,68,128,47,2,20,11
CHTR_4940,2017/5/2,98,93,56,15,33,9
CHTR_4805,2015/2/5,66,81,48,17,38,5
CHTR_4683,2012/11/6,69,110,53,0,33,3
CHTR_4941,2017/7/27,85,109,52,8,25,8
CHTR_4809,2015/8/4,59,116,63,3,45,9
CHTR_5045,2019/7/26,78,115,46,5,23,8
CHTR_4938,2016/11/3,91,75,71,15,50,9
CHTR_4643,2012/8/7,60,110,62,1,36,12
CHTR_5038,2017/10/26,69,101,53,5,34,15
CHTR_4685,2013/2/22,60,122,48,5,24,5
CHTR_4797,2014/2/21,62,111,53,3,35,5
CHTR_5047,2020/1/31,65,95,50,9,36,9
CHTR_5167,2013/5/7,84,88,56,9,21,5
CI_4929,2015/2/5,84,304,89,9,54,9
CI_5032,2018/11/1,99,334,108,11,75,10
CI_4790,2012/2/2,88,251,90,20,62,8
CI_5026,2017/5/5,81,259,79,20,47,6
CI_5029,2018/2/1,89,293,85,13,63,2
CI_5023,2016/7/29,152,240,120,77,66,16
CI_5031,2018/8/2,105,339,89,12,59,6
CI_4794,2013/2/7,106,255,85,17,32,5
CI_5035,2019/8/1,123,249,89,12,39,2
CI_5033,2019/2/1,120,226,95,23,72,8
CI_4795,2013/5/2,98,272,104,12,54,6
CI_5027,2017/8/4,72,278,63,8,45,2
CI_5034,2019/5/2,94,239,93,5,38,7
CI_5030,2018/5/3,98,271,95,6,63,1
CI_5037,2020/2/6,111,251,90,14,65,12
CI_5190,2013/8/1,94,294,84,11,53,7
CI_4791,2012/5/3,69,262,93,30,53,5
CI_5024,2016/11/3,105,233,77,37,56,9
CI_5028,2017/11/2,69,243,52,5,48,5
CI_4925,2014/2/7,105,269,112,17,59,3
CI_4924,2013/10/31,78,296,94,24,48,12
CI_4928,2014/10/30,84,275,102,8,60,6
CI_4792,2012/8/2,61,317,77,11,44,2
CI_4930,2015/4/30,62,227,69,2,39,6
CI_4926,2014/5/1,78,272,94,20,47,6
CI_4793,2012/11/1,63,266,81,14,59,7
CINF_5548,2019/2/7,101,140,62,11,27,4
CINF_5553,2017/10/27,90,67,52,18,17,4
CINF_5451,2014/4/25,88,88,46,13,26,2
CINF_5505,2016/10/26,56,88,42,12,14,1
CINF_5545,2019/10/25,100,112,75,13,18,5
CINF_5457,2015/10/28,75,80,56,12,28,4
CINF_5449,2013/10/25,119,112,92,34,35,7
CINF_5446,2013/2/7,107,139,60,8,20,4
CINF_5546,2019/7/31,88,132,69,24,19,5
CINF_5456,2015/7/29,51,84,42,8,22,2
CINF_5447,2013/4/26,116,121,50,10,21,1
CINF_5550,2018/7/27,74,86,58,18,17,6
CINF_5554,2017/8/3,41,63,25,11,6,1
CINF_5444,2012/7/27,130,106,86,25,28,4
CINF_5555,2017/4/27,86,86,40,28,28,2
CINF_5362,2012/2/9,103,149,82,15,25,11
CINF_5454,2015/2/5,67,116,51,16,20,4
CINF_5551,2018/4/26,154,119,84,21,28,5
CINF_5552,2018/2/8,86,124,46,10,25,0
CINF_5452,2014/7/30,110,112,57,15,32,1
CINF_5556,2017/2/9,102,139,60,13,44,1
CINF_5443,2012/4/27,117,107,40,12,20,2
CINF_5455,2015/4/29,67,102,65,15,28,3
CINF_5557,2016/7/27,59,96,59,7,27,1
CINF_5450,2014/2/6,85,112,45,12,20,4
CINF_5549,2018/10/26,87,101,70,21,26,3
CINF_5544,2020/2/6,73,136,87,13,23,12
CINF_5559,2016/2/4,46,80,42,8,27,2
CINF_5445,2012/10/27,133,144,95,20,28,4
CL_6256,2015/4/30,75,149,56,3,53,8
CL_6257,2015/7/30,100,173,63,3,50,12
CL_6265,2017/7/21,131,183,86,9,57,5
CL_6345,2018/1/26,104,205,83,5,50,6
CL_6258,2015/10/30,99,152,73,6,61,2
CL_6348,2018/10/26,148,147,53,1,58,9
CL_6254,2014/10/24,80,116,68,1,29,4
CL_6250,2013/10/24,64,190,74,4,48,2
CL_6346,2018/4/27,127,190,56,0,42,5
CL_6139,2012/4/26,78,197,57,2,45,3
CL_6138,2012/1/26,111,214,91,4,64,4
CL_6262,2016/10/27,90,126,61,7,23,3
CL_6352,2019/11/1,54,159,30,0,41,1
CL_6143,2013/4/25,87,147,51,3,61,3
CL_6252,2014/4/25,89,160,46,9,41,3
CL_6264,2017/4/28,111,165,54,1,52,19
CL_6351,2019/7/26,71,214,49,1,41,2
CL_6141,2012/10/25,105,132,65,0,43,3
CL_6255,2015/1/29,74,197,60,1,67,3
CL_6347,2018/7/27,99,155,63,4,67,11
CL_6142,2013/1/31,95,149,61,6,53,3
CL_6261,2016/7/28,57,115,54,2,42,3
CL_6349,2019/1/25,91,212,77,2,51,4
CL_6263,2017/1/27,132,185,69,1,59,4
CL_6140,2012/7/26,89,174,58,4,50,6
CL_6350,2019/4/26,46,145,30,1,55,2
CL_6251,2014/1/30,105,198,82,10,54,10
CL_6253,2014/7/31,85,145,62,3,61,3
CL_6259,2016/1/29,87,148,48,6,48,11
CLX_5201,2018/10/31,99,247,99,6,55,6
CLX_5221,2015/5/1,90,225,100,3,54,9
CLX_5287,2012/8/2,115,183,129,9,62,8
CLX_5205,2019/10/31,121,209,63,7,45,6
CLX_5199,2018/5/2,89,235,74,3,70,10
CLX_5206,2020/2/4,95,274,99,1,57,8
CLX_5214,2018/2/2,105,275,94,9,89,19
CLX_5383,2015/11/2,43,220,77,1,48,12
CLX_5204,2019/8/1,129,269,99,1,79,7
CLX_5219,2014/10/31,110,235,96,7,53,5
CLX_5291,2013/8/1,100,165,87,2,28,2
CLX_5212,2017/8/3,97,290,110,2,59,10
CLX_5211,2017/5/3,86,230,72,2,54,3
CLX_5207,2016/5/3,64,246,82,0,54,10
CLX_5216,2014/2/4,108,165,66,4,45,7
CLX_5210,2017/2/3,70,270,93,3,58,6
CLX_5384,2016/2/4,51,196,75,4,36,6
CLX_5286,2012/5/2,72,143,93,10,55,5
CLX_5203,2019/5/1,113,272,94,5,53,12
CLX_5213,2017/11/1,84,174,67,2,48,3
CLX_5222,2015/8/3,73,243,93,2,53,10
CLX_5218,2014/8/1,115,154,106,7,45,11
CLX_5217,2014/5/1,141,170,126,2,44,6
CLX_5209,2016/11/2,66,196,98,0,36,5
CLX_5220,2015/2/4,96,239,90,0,90,5
CLX_5290,2013/5/1,151,164,138,2,40,5
CLX_5202,2019/2/4,76,283,99,9,69,3
CLX_5200,2018/8/2,95,218,94,2,61,9
CLX_5288,2012/11/2,74,143,73,2,47,3
CMA_6605,2012/10/17,145,142,78,6,68,14
CMA_6156,2014/10/17,116,135,102,18,53,15
CMA_6384,2019/7/17,104,132,77,5,71,16
CMA_6159,2015/7/17,173,70,125,22,36,19
CMA_6603,2013/4/16,128,135,93,10,31,25
CMA_6606,2012/7/17,156,135,133,12,52,32
CMA_6274,2017/4/18,112,175,136,3,55,24
CMA_6602,2013/7/16,141,110,114,4,44,15
CMA_6277,2018/1/16,66,105,77,10,38,7
CMA_6607,2012/4/17,136,138,92,9,71,11
CMA_6152,2013/10/16,118,118,76,5,41,20
CMA_6362,2018/7/17,78,154,89,15,88,11
CMA_6153,2014/1/17,85,119,59,14,21,11
CMA_6276,2017/10/17,107,158,74,6,38,22
CMA_6160,2015/10/16,189,130,106,10,46,17
CMA_6275,2017/7/18,114,173,98,5,43,13
CMA_6271,2016/7/19,103,198,86,8,67,12
CMA_6386,2019/1/16,106,172,111,11,69,18
CMA_6385,2019/4/16,96,135,68,3,57,9
CMA_6161,2016/1/19,142,161,113,23,37,17
CMA_6383,2019/10/16,90,114,90,4,29,7
CMA_6155,2014/7/15,87,87,98,7,29,31
CMA_6361,2018/4/17,92,136,68,15,48,12
CMA_6382,2020/1/21,110,114,98,2,51,16
CMA_6162,2016/4/19,133,121,98,12,71,22
CMA_6154,2014/4/15,150,147,110,13,35,28
CMA_6604,2013/1/16,136,157,102,9,44,13
CMA_6363,2018/10/16,85,154,89,5,40,21
CMA_6608,2012/1/20,116,152,96,11,36,18
CMCSA_6567,2015/7/23,51,253,42,5,61,5
CMCSA_6147,2016/2/3,73,202,53,7,56,3
CMCSA_6499,2013/5/1,43,157,47,10,56,1
CMCSA_6151,2017/1/26,68,194,66,9,44,1
CMCSA_6266,2017/4/27,64,209,52,8,50,4
CMCSA_6270,2018/4/25,55,212,51,6,50,7
CMCSA_6269,2018/1/24,77,223,59,6,51,7
CMCSA_6495,2012/5/2,55,218,53,7,44,3
CMCSA_6501,2013/10/30,58,146,53,8,38,5
CMCSA_6150,2016/10/26,75,189,61,17,40,2
CMCSA_6561,2014/4/22,77,176,61,5,48,7
CMCSA_6360,2020/1/23,68,256,48,7,59,1
CMCSA_6498,2013/2/13,36,209,47,4,44,3
CMCSA_6268,2017/10/26,67,226,60,5,63,4
CMCSA_6562,2014/7/22,64,165,40,12,49,4
CMCSA_6496,2012/8/1,51,150,68,8,39,2
CMCSA_6358,2019/7/25,58,199,49,6,54,3
CMCSA_6565,2015/2/24,56,178,70,22,71,3
CMCSA_6563,2014/10/23,103,217,53,17,68,7
CMCSA_6149,2016/7/27,97,191,57,13,43,3
CMCSA_6267,2017/7/27,61,176,51,10,28,1
CMCSA_6148,2016/4/27,77,179,58,11,45,8
CMCSA_6494,2012/2/15,54,182,68,2,34,4
CMCSA_6357,2019/4/25,69,212,50,5,46,2
CMCSA_6355,2018/10/25,79,320,68,5,83,6
CMCSA_6359,2019/10/24,72,204,44,7,49,4
CMCSA_6356,2019/1/23,50,263,49,7,80,5
CMCSA_6500,2013/7/31,58,173,35,5,46,1
CMCSA_6145,2015/10/27,57,158,42,8,44,4
CME_5420,2015/4/30,87,91,87,18,37,13
CME_5332,2013/2/5,87,117,153,44,51,36
CME_5339,2014/10/30,63,138,106,24,45,8
CME_5422,2015/10/29,40,80,66,35,42,5
CME_5424,2016/4/28,57,163,69,28,46,6
CME_5335,2013/11/4,61,83,86,18,24,15
CME_5423,2016/2/5,51,126,68,28,13,5
CME_5421,2015/7/30,74,115,93,15,45,20
CME_5427,2017/2/2,74,153,133,25,39,8
CME_5337,2014/5/1,89,65,82,28,27,10
CME_5490,2019/2/14,59,130,72,37,41,4
CME_5336,2014/2/4,68,100,91,35,32,12
CME_5426,2016/10/27,61,118,94,25,38,8
CME_5330,2012/7/26,96,139,108,33,48,21
CME_5329,2012/4/26,91,96,117,22,39,12
CME_5486,2018/2/2,77,110,89,46,23,8
CME_5489,2018/10/25,90,88,65,58,30,4
CME_5333,2013/5/2,66,94,89,38,32,14
CME_5491,2019/5/1,92,139,76,31,38,5
CME_5493,2019/10/30,110,180,117,44,45,1
CME_5419,2015/2/5,65,78,82,22,42,6
CME_5484,2017/8/1,67,142,82,30,72,6
CME_5488,2018/7/26,70,106,65,36,22,0
CME_5425,2016/7/31,44,118,71,26,37,9
CME_5334,2013/8/1,65,99,85,31,34,9
CME_5485,2017/10/26,42,76,39,15,46,6
CME_5428,2017/4/27,62,167,100,30,40,5
CME_5487,2018/4/26,20,77,33,19,15,1
CMG_5146,2017/2/2,72,185,89,2,65,13
CMG_5002,2014/10/20,63,186,114,3,94,22
CMG_4999,2014/1/30,48,196,79,5,79,9
CMG_5001,2014/7/21,61,239,79,3,71,9
CMG_5140,2018/7/26,85,195,85,3,39,6
CMG_5005,2015/4/21,93,179,98,1,66,15
CMG_5000,2014/4/17,59,223,84,6,76,15
CMG_4913,2013/4/18,67,168,88,8,76,11
CMG_5004,2015/2/3,63,201,97,5,68,19
CMG_5007,2015/7/21,82,256,91,4,92,17
CMG_5115,2016/4/26,110,199,71,6,49,12
CMG_4914,2013/7/18,70,186,92,7,52,16
CMG_5136,2019/7/23,79,198,74,8,37,7
CMG_5008,2015/10/20,68,215,62,2,61,15
CMG_4908,2012/2/1,61,221,88,4,59,13
CMG_5141,2018/4/25,109,320,95,7,82,9
CMG_4911,2012/10/18,56,205,111,6,59,14
CMG_5137,2019/4/24,58,255,88,3,56,14
CMG_4909,2012/4/19,69,267,80,1,75,18
CMG_5142,2018/2/6,75,195,66,7,90,10
CMG_5118,2019/10/22,63,243,95,5,50,5
CMG_5119,2020/2/5,55,279,84,9,49,5
CMG_5117,2016/10/25,105,299,107,6,124,22
CMG_5138,2019/2/6,87,243,73,7,62,9
CMG_5116,2016/7/22,73,198,76,2,70,12
CMG_5143,2017/10/24,121,258,84,8,85,16
CMG_4998,2013/10/17,44,193,77,10,76,13
CMG_5139,2018/10/25,71,191,63,3,43,6
CMG_5144,2017/7/25,99,222,89,15,70,28
CMI_6506,2012/2/2,83,176,77,6,41,11
CMI_6507,2012/5/1,98,182,51,3,56,3
CMI_6197,2016/11/1,162,157,72,5,46,7
CMI_6193,2015/10/27,186,162,69,13,91,7
CMI_6618,2014/10/28,105,163,63,10,79,1
CMI_6375,2020/2/4,167,134,62,4,48,10
CMI_6621,2014/2/6,145,165,71,17,78,2
CMI_6380,2018/10/30,72,148,50,7,52,5
CMI_6308,2018/7/31,82,178,55,10,54,7
CMI_6379,2019/2/6,89,152,56,7,50,9
CMI_6620,2014/4/29,157,186,85,11,58,11
CMI_6511,2013/4/30,134,148,73,5,45,5
CMI_6190,2015/2/5,132,146,66,7,78,6
CMI_6377,2019/7/30,123,142,68,9,61,19
CMI_6200,2017/8/1,90,171,85,5,67,7
CMI_6191,2015/4/28,123,207,60,6,35,8
CMI_6196,2016/8/2,148,149,51,2,47,5
CMI_6192,2015/7/28,118,157,51,5,52,6
CMI_6376,2019/10/29,190,142,57,12,54,10
CMI_6201,2017/10/31,95,170,82,7,46,6
CMI_6307,2018/5/1,82,184,82,5,34,11
CMI_6198,2017/2/9,157,142,71,3,44,8
CMI_6306,2018/2/6,59,142,74,9,40,6
CMI_6199,2017/5/2,81,170,90,9,66,7
CMI_6195,2016/5/3,179,157,65,4,42,6
CMI_6509,2012/10/31,158,98,86,4,46,12
CMI_6512,2013/7/30,104,152,69,9,45,3
CMI_6508,2012/7/31,168,151,71,2,61,7
CMS_6082,2016/4/28,45,102,55,28,41,13
CMS_5772,2018/2/14,64,164,116,25,75,25
CMS_5746,2014/1/30,89,147,76,37,48,14
CMS_5719,2012/4/26,96,94,65,51,32,7
CMS_6081,2016/2/4,32,128,36,18,33,4
CMS_6080,2015/10/29,58,139,64,48,60,6
CMS_5718,2012/2/23,43,97,76,24,34,5
CMS_5750,2015/1/29,60,140,79,37,44,11
CMS_5745,2013/7/25,75,155,63,28,46,9
CMS_5778,2019/4/25,56,146,67,43,48,16
CMS_5776,2018/10/25,68,163,116,56,53,14
CMS_5774,2018/4/26,38,190,77,20,56,14
CMS_5780,2019/10/24,69,158,93,25,64,18
CMS_5743,2013/2/21,51,143,72,32,41,11
CMS_5775,2018/7/26,77,174,102,43,67,20
CMS_5793,2016/10/27,62,109,40,18,48,14
CMS_5771,2017/10/27,42,157,56,20,38,14
CMS_5747,2014/4/24,50,147,108,32,64,8
CMS_5781,2020/1/30,60,186,103,31,65,24
CMS_5748,2014/7/24,94,208,88,29,66,12
CMS_5744,2013/4/25,51,112,72,32,58,8
CMS_5777,2019/1/31,90,197,103,67,71,13
CMS_5751,2015/4/23,43,82,51,40,48,10
CMS_6083,2016/7/31,67,160,60,20,41,12
CMS_5749,2014/10/23,31,86,42,8,31,7
CMS_6079,2015/7/23,54,122,65,18,42,22
CMS_5779,2019/7/26,59,179,74,25,73,13
CNC_4044,2013/10/22,76,88,96,54,57,7
CNC_4040,2012/10/23,102,99,104,43,49,13
CNC_4218,2016/7/26,168,139,136,47,75,4
CNC_4349,2018/4/24,86,147,93,32,51,10
CNC_4345,2017/4/26,78,113,93,38,49,6
CNC_4210,2014/7/22,56,94,114,17,47,7
CNC_4348,2018/2/6,59,128,76,35,43,10
CNC_4219,2016/10/25,105,161,82,43,76,9
CNC_4208,2014/2/4,69,75,103,24,48,10
CNC_4356,2020/2/4,106,179,110,48,75,10
CNC_4353,2019/4/23,71,185,99,38,80,4
CNC_4211,2014/10/28,45,56,70,28,42,10
CNC_4347,2017/10/24,88,135,112,49,63,5
CNC_4346,2017/7/25,69,127,80,22,41,7
CNC_4216,2016/2/9,103,103,104,32,46,3
CNC_4217,2016/4/26,93,110,123,33,51,9
CNC_4354,2019/7/23,74,146,94,26,40,7
CNC_4213,2015/4/28,42,78,76,22,50,2
CNC_4355,2019/10/22,116,135,133,32,55,17
CNC_4351,2018/10/23,88,141,96,40,81,18
CNC_4043,2013/7/23,75,95,92,34,50,7
CNC_4352,2019/2/5,74,182,105,46,61,8
CNC_4042,2013/4/23,92,92,97,52,75,5
CNC_4209,2014/4/22,85,109,118,22,42,5
CNC_4041,2013/2/5,88,63,114,49,88,10
CNC_4212,2015/2/3,47,94,77,15,50,3
CNC_4220,2017/2/7,61,160,90,32,47,9
CNP_4863,2013/8/1,45,67,62,12,40,13
CNP_5197,2017/8/4,75,130,86,17,34,20
CNP_4860,2012/11/7,46,63,42,19,23,32
CNP_4864,2013/11/6,33,106,51,12,42,18
CNP_5085,2018/5/4,54,179,75,26,50,7
CNP_4858,2012/5/3,62,109,52,24,44,5
CNP_4859,2012/8/2,54,99,71,18,38,7
CNP_4861,2013/2/27,79,123,104,37,51,17
CNP_4865,2014/2/26,55,127,73,23,59,9
CNP_4980,2015/11/7,46,96,38,16,37,18
CNP_4868,2014/11/5,56,88,63,11,32,4
CNP_4869,2015/2/26,52,174,94,21,62,6
CNP_4857,2012/2/29,66,103,102,25,56,10
CNP_5084,2018/2/23,54,130,105,30,47,17
CNP_4866,2014/5/1,53,102,58,13,39,4
CNP_5196,2017/5/6,40,87,66,13,34,4
CNP_5087,2018/11/8,45,121,85,13,45,5
CNP_5192,2016/5/11,65,90,83,11,49,6
CNP_5088,2019/2/28,67,111,107,20,62,4
CNP_4979,2015/8/10,41,93,60,19,51,4
CNP_5083,2017/11/3,53,107,64,19,60,4
CNP_4867,2014/8/6,28,83,36,5,33,8
CNP_5089,2019/8/7,60,154,110,34,44,14
CNP_4978,2015/5/11,64,150,75,22,52,10
CNP_5193,2016/8/5,72,110,81,18,39,22
CNP_5191,2016/2/26,101,182,108,13,49,28
CNP_5090,2019/11/7,54,123,97,31,51,13
COF_4266,2015/1/22,98,178,78,14,43,12
COF_4265,2014/10/16,111,146,73,14,48,16
COF_4471,2018/1/23,145,167,110,11,53,7
COF_4271,2016/4/26,100,118,84,5,35,6
COF_4131,2014/7/17,86,141,64,10,36,9
COF_4590,2019/7/18,77,170,58,1,31,7
COF_4123,2012/7/19,74,94,65,27,38,17
COF_4275,2017/4/26,139,141,110,5,38,6
COF_4589,2019/4/25,85,176,63,3,46,14
COF_4591,2019/10/24,115,135,59,7,63,7
COF_4268,2015/7/23,124,119,81,16,36,13
COF_4274,2017/1/25,111,140,83,8,46,13
COF_4124,2012/10/18,93,155,79,14,53,21
COF_4130,2014/4/16,122,167,73,11,43,12
COF_4267,2015/4/23,82,140,85,15,41,19
COF_4469,2018/7/19,93,145,68,3,29,8
COF_4472,2017/10/24,81,126,55,3,31,8
COF_4473,2017/7/20,129,144,104,5,40,14
COF_4269,2015/10/22,91,123,69,8,44,6
COF_4125,2013/1/17,103,147,112,12,71,16
COF_4407,2020/1/21,94,159,75,7,57,8
COF_4129,2014/1/16,106,117,67,7,51,4
COF_4121,2012/1/19,86,183,84,13,52,16
COF_4270,2016/1/26,116,122,68,3,36,8
COF_4588,2019/1/22,117,116,62,7,33,15
COF_4126,2013/4/18,103,227,87,15,87,10
COF_4470,2018/4/24,123,167,73,7,52,8
COF_4579,2018/10/24,80,184,103,14,40,15
COF_4127,2013/7/18,63,170,80,6,56,5
COG_4596,2019/2/22,50,72,59,19,30,11
COG_4499,2015/2/20,86,103,107,27,44,16
COG_4498,2015/4/24,66,84,63,19,32,8
COG_4595,2018/10/26,60,96,75,2,37,24
COG_4497,2015/7/24,72,126,81,37,35,15
COG_4286,2016/7/29,79,174,89,21,26,9
COG_4504,2013/10/25,78,117,83,17,78,4
COG_4150,2016/2/19,123,117,91,34,55,26
COG_4467,2019/10/25,53,68,62,2,27,6
COG_4594,2018/7/27,65,73,79,5,35,14
COG_4506,2013/4/25,50,80,64,21,32,15
COG_4285,2016/4/29,113,109,73,19,40,13
COG_4593,2018/4/27,40,72,52,5,33,5
COG_4289,2017/4/28,44,118,78,6,29,8
COG_4290,2017/7/28,94,137,100,22,37,15
COG_4291,2017/10/27,62,92,61,13,32,10
COG_4147,2012/7/25,73,74,81,13,38,16
COG_4287,2016/10/28,66,95,88,22,43,7
COG_4597,2019/4/26,60,104,69,8,31,8
COG_4292,2018/2/23,81,131,93,12,61,17
COG_4502,2014/4/24,80,160,95,24,53,5
COG_4505,2013/7/25,69,119,72,32,53,12
COG_4149,2015/10/23,81,95,87,43,38,16
COG_4468,2019/7/26,62,82,93,5,36,3
COG_4501,2014/7/24,51,103,70,8,35,1
COG_4146,2012/4/26,44,99,59,5,19,10
COG_4148,2012/10/26,53,107,55,9,53,14
COG_4145,2012/2/21,62,73,68,10,31,7
COL_19067,2014/4/17,86,111,83,16,27,9
COL_19277,2013/7/19,85,140,82,4,63,10
COL_19215,2017/7/28,62,165,68,19,37,12
COL_19273,2014/1/21,82,84,97,8,31,15
COL_19069,2014/7/22,103,124,76,10,38,12
COL_19077,2015/7/24,85,149,74,15,23,18
COL_19279,2013/4/19,81,126,96,7,30,10
COL_19274,2013/10/25,84,115,83,6,49,15
COL_18731,2012/1/19,128,147,138,22,37,6
COL_19080,2016/1/22,113,132,88,5,25,13
COL_19200,2017/4/21,69,155,79,11,35,8
COL_18903,2012/10/26,113,80,92,3,46,19
COL_19198,2016/10/24,69,186,80,9,70,12
COL_18901,2012/7/24,112,96,128,14,53,12
COL_18898,2012/4/19,110,104,108,11,32,10
COL_19196,2016/7/25,101,129,79,5,23,13
COL_19194,2016/4/21,74,106,92,12,40,19
COL_19073,2015/1/23,60,95,76,7,43,10
COL_19079,2015/10/30,88,138,72,10,37,6
COL_19199,2017/1/20,79,151,79,10,54,17
COO_5983,2015/9/3,122,138,84,20,66,5
COO_6037,2018/8/30,80,274,91,13,36,7
COO_5984,2015/12/3,127,125,88,10,46,7
COO_5814,2013/9/5,78,110,68,6,42,8
COO_6041,2019/8/29,64,153,95,2,31,5
COO_6033,2017/8/31,71,120,84,7,40,4
COO_5920,2012/6/8,99,116,83,7,39,9
COO_6034,2017/12/7,82,123,76,5,36,4
COO_6030,2016/12/9,80,121,117,5,49,7
COO_5812,2013/3/7,91,105,71,14,37,6
COO_6032,2017/6/1,68,104,69,3,51,3
COO_5981,2015/3/5,83,135,98,11,55,7
COO_6040,2019/5/30,84,201,114,2,36,6
COO_5803,2016/6/2,81,124,75,3,46,6
COO_5919,2012/3/8,109,123,74,13,58,5
COO_6038,2018/12/6,96,190,130,7,51,5
COO_6039,2019/3/6,95,178,125,7,32,5
COO_5982,2015/6/5,108,131,96,18,45,6
COO_6031,2017/3/2,83,116,61,5,56,1
COO_5922,2012/12/6,102,110,55,21,41,9
COO_6029,2016/9/1,82,132,70,5,57,6
COO_5980,2014/12/4,122,124,102,10,51,7
COO_5976,2013/12/5,62,102,71,4,53,6
COO_5977,2014/3/6,77,94,72,4,43,12
COO_5802,2016/3/4,93,96,68,6,39,5
COO_6035,2018/3/8,81,196,108,3,58,2
COO_5921,2012/9/10,82,106,57,7,50,13
COO_5978,2014/6/5,74,120,83,5,60,8
COP_6002,2018/4/26,85,128,79,14,39,16
COP_5943,2015/10/30,104,81,95,11,55,18
COP_6056,2019/1/31,93,132,88,11,35,17
COP_5879,2012/1/25,84,84,88,19,33,18
COP_5893,2013/10/31,95,128,86,4,55,12
COP_5897,2014/10/30,81,133,93,22,54,14
COP_5881,2012/7/25,90,90,114,4,43,21
COP_5892,2013/8/1,82,125,87,1,53,14
COP_5941,2015/4/30,79,69,80,7,41,17
COP_5804,2017/2/2,61,129,93,7,38,10
COP_5947,2016/10/27,72,111,65,8,27,2
COP_5826,2012/10/25,73,136,68,13,47,11
COP_5894,2014/1/30,70,125,75,4,63,19
COP_5880,2012/4/23,71,63,73,4,39,10
COP_6059,2019/10/29,61,59,33,5,22,11
COP_5942,2015/7/30,100,114,91,6,38,14
COP_5890,2013/1/31,126,134,80,8,56,18
COP_5946,2016/7/31,83,90,104,2,37,8
COP_5945,2016/4/29,107,112,108,7,58,16
COP_5944,2016/2/4,170,107,101,2,47,14
COP_6055,2018/10/25,78,111,92,27,30,18
COP_5815,2015/1/29,88,103,105,14,69,21
COP_6001,2018/2/1,64,126,82,10,61,10
COP_6058,2019/7/30,75,109,68,8,41,17
COP_6000,2017/10/26,62,92,67,4,22,12
COP_5891,2013/4/25,83,85,64,7,33,8
COP_5896,2014/7/31,78,96,77,7,40,9
COP_6060,2020/2/4,75,76,82,12,27,8
COP_5895,2014/5/1,70,152,76,8,44,11
COST_5970,2014/3/6,105,152,77,12,73,4
COST_6015,2016/9/29,79,201,102,11,95,4
COST_5975,2015/5/28,87,210,139,14,95,7
COST_5964,2012/10/10,46,92,91,8,42,3
COST_5966,2013/3/12,69,118,98,13,23,4
COST_6016,2016/12/8,77,176,107,24,56,5
COST_6021,2018/3/9,75,194,96,28,56,5
COST_5974,2015/3/5,96,168,126,18,60,8
